m0,s0,sk0,m1,s1,sk1,m2,s2,sk2,camera name,value
59.2899762083,107.1216816573,1.2723128736,57.7761564167,106.1642628193,1.3123344651,58.7605569167,106.7923149701,1.2861911869,Sony-NEX-7,1
97.5752455417,122.899235334,0.4892313584,96.1008425,122.5505656136,0.5146691436,96.776974125,122.7152029854,0.5031548197,Sony-NEX-7,1
82.7868114167,118.5679383365,0.7550790521,81.19075675,118.0020872235,0.7857377473,82.5437985417,118.5085071831,0.759667154,Sony-NEX-7,1
97.1883585,122.7884644446,0.496112525,95.1973530833,122.3230818731,0.5302421237,95.5288188333,122.4407775487,0.5244557328,Sony-NEX-7,1
92.3432081667,121.5350947161,0.5798142439,91.71528,121.3431989477,0.5909631495,91.50597275,121.3226217237,0.5947133856,Sony-NEX-7,1
95.8375839167,122.4548785037,0.5189013908,94.2101995417,122.0483159161,0.5471454744,94.8507385417,122.2346608474,0.5360690706,Sony-NEX-7,1
83.4221743333,118.7567047111,0.742740074,81.3326695417,117.9412650903,0.7834052488,81.6967269167,118.1009101254,0.7763877527,Sony-NEX-7,1
73.2881345,114.7021861024,0.9450103095,70.852746,113.5076899168,0.9972739503,72.3270273333,114.2456217934,0.9656218811,Sony-NEX-7,1
77.2904889167,116.3306179191,0.8625632627,76.0002306667,115.7449210017,0.8888200619,75.9436000833,115.7835925108,0.8899138006,Sony-NEX-7,1
86.653961125,120.0016795489,0.6819969968,83.3855651667,118.8767607213,0.7431908636,83.2004444583,118.7971486003,0.7466616194,Sony-NEX-7,1
91.4750189167,121.3497148672,0.594980754,89.8176258333,120.8330430773,0.6245601437,91.42310225,121.3288542577,0.5958201153,Sony-NEX-7,1
90.681083875,121.0283195302,0.6092987727,89.333451875,120.6009678135,0.6335968848,89.3783093333,120.6951161797,0.6325045668,Sony-NEX-7,1
70.4646453333,113.3715042576,1.0061285935,68.1890983333,112.2191985052,1.0568392228,69.3696346667,112.8394348893,1.0302938093,Sony-NEX-7,1
95.4398709167,122.3016510532,0.5255878168,93.4988020833,121.6720829435,0.5595998754,92.5370478333,121.5004143784,0.5766247216,Sony-NEX-7,1
97.3202722917,122.802505189,0.4936660755,98.2504907917,122.9321106525,0.4781228625,97.693377125,122.8763774912,0.4876751208,Sony-NEX-7,1
20.7863060417,69.5032289659,3.0664922019,20.6826932917,69.3450255095,3.0764319708,21.3912172083,70.4115472932,3.009557943,Sony-NEX-7,1
79.40820125,117.358888869,0.8204291991,73.8505225833,114.9739848408,0.9336061254,75.670011875,115.7952862676,0.8958175292,Sony-NEX-7,1
68.3705659167,112.2611922126,1.0526969306,67.2554429583,111.6725018892,1.0781455153,68.00415525,112.0708803402,1.061115409,Sony-NEX-7,1
76.8228682083,116.2670762309,0.8721628291,76.0682925833,115.9279675015,0.8876312717,76.4474545417,116.1058225039,0.879971624,Sony-NEX-7,1
94.9917221667,122.2496466395,0.533701079,93.9451427917,121.9594199771,0.5518540656,92.528807375,121.6471785824,0.5766379423,Sony-NEX-7,1
65.147216625,110.4929938739,1.1273506249,64.8380295417,110.308229196,1.1346108211,65.0015925417,110.4112801744,1.1309182963,Sony-NEX-7,1
93.21299925,121.7166303201,0.564615297,91.197733125,121.164448174,0.6001331572,91.145405125,121.204269287,0.6010541208,Sony-NEX-7,1
80.587311875,117.5723345621,0.7971160989,80.044851125,117.3397874977,0.80787077,79.209707375,117.0552466748,0.8243261043,Sony-NEX-7,1
76.0151185833,115.879405857,0.8885509199,73.9142009167,114.92281605,0.9325698362,75.9583424583,115.8527630699,0.8900777446,Sony-NEX-7,1
95.38163225,122.4414273054,0.527033603,93.76169225,122.0384779537,0.5551755439,96.2439815417,122.6597966384,0.5121635518,Sony-NEX-7,1
85.9472154167,119.6592142877,0.6956518383,84.9201435,119.3243497909,0.7146818533,85.809466,119.6426790923,0.698033797,Sony-NEX-7,1
93.0324491667,121.8816691299,0.5674523084,90.9627042083,121.3071464674,0.6040266963,92.4405094583,121.7459994167,0.5778044964,Sony-NEX-7,1
74.4528815,115.1758230428,0.9206319915,73.895846875,114.9081887628,0.9322373772,74.3500818333,115.1339970037,0.9227008919,Sony-NEX-7,1
92.3297679167,121.6808548333,0.5801751343,89.282780375,120.8024860025,0.6346618235,90.7942160833,121.2635169997,0.6075669935,Sony-NEX-7,1
74.1842385833,115.0737499859,0.9264679382,72.7886865,114.4139484326,0.9558511101,72.7506690417,114.412839567,0.9568153564,Sony-NEX-7,1
93.4103662083,121.8979817933,0.5611994883,93.2515015,121.8206103607,0.5641456034,95.4186337917,122.4259035752,0.5264891287,Sony-NEX-7,1
90.3245809583,121.0502810767,0.6155647987,86.6458985833,119.9121550661,0.6823556041,87.1955969583,120.1294516034,0.6722699149,Sony-NEX-7,1
62.238129125,108.8060264177,1.1976331732,61.879486875,108.5682990044,1.2065095328,61.712349375,108.4919496817,1.2107374918,Sony-NEX-7,1
98.9930419167,123.1125847649,0.4649008607,98.4565390417,122.9517520587,0.4740698814,98.210582875,122.9791947068,0.4783559513,Sony-NEX-7,1
79.628359375,117.3916861119,0.8158643979,78.7797830833,117.0602776066,0.8325366053,79.5693091667,117.3905365738,0.8169294671,Sony-NEX-7,1
66.2516521667,111.1245753945,1.1013834661,64.155201125,109.9747330708,1.150960874,65.5023209583,110.7404040946,1.1188557891,Sony-NEX-7,1
94.7283998333,122.2816011444,0.5382987412,93.6705730417,122.0127068243,0.5566896206,95.52129,122.4934171122,0.5245739715,Sony-NEX-7,1
99.5535326667,123.2953064151,0.455691169,99.003708875,123.1584742217,0.4650698341,94.626984875,122.1744365525,0.5402033439,Sony-NEX-7,1
43.68224725,95.6282868787,1.7508399026,40.76583675,93.0210235148,1.8623077965,41.6214204583,93.8082103318,1.828572198,Sony-NEX-7,1
71.223705,113.5992296218,0.9891142564,70.2506904583,113.1110111461,1.0104022279,70.1069640417,113.0634690044,1.0136368442,Sony-NEX-7,1
84.7112120417,119.0589774911,0.7188698306,83.3401185833,118.564257144,0.7448619289,84.19656575,118.8941489687,0.72860638,Sony-NEX-7,1
96.7831981667,122.6949819497,0.5027819929,95.7901060417,122.4667054736,0.5198395117,96.3958007917,122.6309517911,0.509385194,Sony-NEX-7,1
78.1912249583,116.7588804676,0.8447222044,76.2431944167,115.9528593767,0.8841734033,76.5949664167,116.1148205135,0.8769732481,Sony-NEX-7,1
95.880456375,122.5807685037,0.5182951969,95.088080125,122.3720079584,0.5319848183,95.39562125,122.4777414682,0.52669875,Sony-NEX-7,1
100.544992875,123.434259369,0.4389928711,101.6170807917,123.5426954522,0.4212110071,100.2980875,123.3903819929,0.4433743687,Sony-NEX-7,1
94.558157,122.1516221751,0.5412071756,93.3027250833,121.7864685865,0.5630375673,91.8814049583,121.4858320046,0.5880098314,Sony-NEX-7,1
56.8166014583,105.4987021896,1.3381031561,56.2585901667,105.1175339685,1.3534341725,56.926290125,105.5696788203,1.3351875762,Sony-NEX-7,1
94.971076375,122.3372393746,0.5343132981,93.3991125417,121.947079845,0.5616043188,96.5775984167,122.7455222968,0.5064063144,Sony-NEX-7,1
90.320360625,121.2197722769,0.6160038163,87.4878259583,120.360896015,0.6672592804,92.6547177083,121.8784206577,0.5744922394,Sony-NEX-7,1
80.8612274167,117.822403292,0.7919925533,76.646276,116.0964798293,0.8759839831,78.0011421667,116.6997210495,0.8485929792,Sony-NEX-7,1
78.2864210417,116.7381756629,0.8429796382,76.4929982083,115.98390121,0.8790289388,76.5464464167,116.0643359764,0.8776594682,Sony-NEX-7,1
94.03002425,121.8099659222,0.5506016371,92.2396034167,121.3154312397,0.581945535,92.4388944583,121.4076511878,0.5783465536,Sony-NEX-7,1
90.1855960417,121.0317490295,0.6180691626,85.3158645,119.4599883829,0.7070527521,87.306183125,120.1451303352,0.6703569119,Sony-NEX-7,1
93.0158802917,121.7342890384,0.5679379494,92.5844867083,121.5833011403,0.575656882,93.110191625,121.7409240334,0.5665786823,Sony-NEX-7,1
98.527951625,123.0915564531,0.4728377375,98.20058625,122.9714074934,0.4786555983,98.102397375,123.0014618046,0.4804746583,Sony-NEX-7,1
82.5618510417,118.4449240176,0.7595141155,81.7058978333,118.1201354035,0.7759735496,82.6813055417,118.5032454357,0.7571592424,Sony-NEX-7,1
94.5163586667,122.2679737999,0.5420335231,92.994984375,121.8725000884,0.5684892006,97.6927251667,123.0169145491,0.4872795936,Sony-NEX-7,1
92.108567125,121.4976016953,0.5839123239,90.8713137917,121.1546218642,0.6058784605,91.13887325,121.2548768685,0.6010883289,Sony-NEX-7,1
98.0984385833,123.0444243225,0.4803200009,96.9602655833,122.7923131854,0.49972161,98.0852915417,123.0593036797,0.4805412686,Sony-NEX-7,1
85.162242875,119.2551740396,0.7100730431,84.5823745417,118.9909328731,0.7211472459,84.3846592083,119.0055687622,0.7248783237,Sony-NEX-7,1
83.413714625,118.6999348031,0.7432348863,83.087228125,118.5485748335,0.749504645,83.0989355833,118.599328063,0.7492365424,Sony-NEX-7,1
91.5943839583,121.473547487,0.5931445211,89.640905625,120.9188023501,0.6280336409,91.655380125,121.4995294275,0.5921422834,Sony-NEX-7,1
97.6680459167,122.9599355362,0.4877729612,97.707576375,122.9135534856,0.4870473429,95.559994375,122.4971171658,0.5238558879,Sony-NEX-7,1
96.2339656667,122.6347214912,0.512330747,95.9662459167,122.5240480072,0.5169026551,94.022970125,122.1195726958,0.5505282956,Sony-NEX-7,1
89.530307625,120.8029288153,0.6297573701,87.5519235417,120.1622245808,0.6660700172,89.0220944583,120.6414687571,0.6392288748,Sony-NEX-7,1
93.8135352917,121.8979909236,0.553962358,92.80229525,121.6021256904,0.5717203307,92.6890933333,121.6239468223,0.5737345665,Sony-NEX-7,1
86.1104012917,119.5991442201,0.6926612059,86.3582809167,119.6440775253,0.6881080925,88.8078960833,120.4260826043,0.6433447036,Sony-NEX-7,1
82.9853675,118.6484782164,0.7508008827,79.4696163333,117.297050072,0.8193352566,81.0226803333,117.9142734667,0.7892037453,Sony-NEX-7,1
89.82018775,121.069492435,0.6249314872,86.7561196667,120.130825176,0.6805937343,91.8405324167,121.6455908384,0.5888770349,Sony-NEX-7,1
80.325564875,117.4540475068,0.80242321,78.1892179583,116.5750295344,0.8446298609,76.8652371667,116.0912665401,0.8710719249,Sony-NEX-7,1
60.2947856667,107.7472906306,1.2461618204,57.3582882917,105.8784373895,1.3232496648,59.354214,107.1663138776,1.2703691388,Sony-NEX-7,1
91.119244625,121.4494207304,0.6016427183,87.569520875,120.3787670055,0.665656052,88.177877125,120.5799032904,0.6545593899,Sony-NEX-7,1
94.885816625,122.3413025152,0.5356262614,92.2113285833,121.6532787843,0.5822820323,95.7409463333,122.5776535169,0.5206766365,Sony-NEX-7,1
96.8103708333,122.5537519239,0.5023114545,95.1698407083,122.1558032996,0.5305289642,94.7158659167,122.0946732485,0.5383111441,Sony-NEX-7,1
91.4450723333,121.2016205387,0.595983749,90.5202216667,120.9348374573,0.6125780586,91.180664,121.1542992146,0.6007698977,Sony-NEX-7,1
79.5123045833,117.3603121254,0.8182232661,77.90191725,116.6985995286,0.8502949365,78.6100073333,117.0024542512,0.8362830733,Sony-NEX-7,1
95.694080125,122.4632782214,0.5213201402,94.244653875,122.0761511712,0.5463823354,92.8436025417,121.7781787307,0.5707895213,Sony-NEX-7,1
87.0634249583,119.9346310304,0.6748085812,83.9658418333,118.8528469452,0.732678,84.7654193333,119.1853653166,0.7176183925,Sony-NEX-7,1
69.723321125,112.9833276506,1.022403154,67.1506405417,111.667654634,1.0804676225,67.4184472083,111.7880018568,1.0746904894,Sony-NEX-7,1
87.7146212083,120.2660558834,0.6630479257,85.85431025,119.6685197225,0.6974114128,88.2790930417,120.4586334291,0.6526755687,Sony-NEX-7,1
86.9318464583,120.0945627105,0.6772184543,84.650769625,119.3385400472,0.7196095097,87.4247144167,120.25195083,0.6682604735,Sony-NEX-7,1
73.6399317917,114.6850640214,0.9376452801,72.5827825,114.2019943619,0.959984065,73.8088866667,114.7751209476,0.9340917456,Sony-NEX-7,1
93.121717875,121.7395307102,0.5653625646,94.0295264583,121.9074199207,0.5492101927,93.8667718333,121.9161479939,0.5522559631,Sony-NEX-7,1
95.2339250833,122.1529998518,0.5296555794,93.1428935833,121.5917765685,0.5661980179,93.7149812083,121.7753760591,0.5560563297,Sony-NEX-7,1
90.8226660833,121.1828180272,0.6070653086,88.794354375,120.6208795283,0.6433521124,89.9343200417,120.9308637002,0.6231744624,Sony-NEX-7,1
100.3482035833,123.4002645581,0.4424362846,98.526680125,122.9850896061,0.4729912691,97.309828625,122.7925031276,0.4936192688,Sony-NEX-7,1
74.7011249167,115.337632135,0.9155595728,73.0796620833,114.6033563959,0.9496766179,74.6673515833,115.3216215649,0.9162575631,Sony-NEX-7,1
83.6827156667,118.8108939481,0.7378966352,81.9558719583,118.1884624449,0.7708267089,82.07168775,118.2687828002,0.7686772777,Sony-NEX-7,1
78.003593875,116.7111195165,0.8483460053,74.0325186667,114.9746877746,0.9297517976,75.4956673333,115.6484863792,0.8993497507,Sony-NEX-7,1
99.595520375,123.2703208773,0.4550823237,97.9085630833,122.8729602267,0.4835173112,96.308920875,122.6069205069,0.5107845846,Sony-NEX-7,1
89.9629962083,120.811058118,0.6220856098,88.8571929583,120.4236953069,0.6419352496,88.6111924583,120.4283578796,0.6464408203,Sony-NEX-7,1
82.9289429167,118.7039273338,0.752176572,76.13110925,116.0370321188,0.8862575879,76.0789323333,116.03286764,0.8874142595,Sony-NEX-7,1
92.340592,121.4722433796,0.5800558646,91.8853535417,121.2665655429,0.588539121,91.8163460417,121.3544984368,0.5895494204,Sony-NEX-7,1
85.7222995,119.5683323321,0.6995973978,82.9105454167,118.5606065635,0.7525460173,82.4810537917,118.4590059618,0.7608284712,Sony-NEX-7,1
97.5166546667,122.9118539261,0.4902584662,96.242668625,122.613029627,0.5119836576,94.5933146667,122.2875558491,0.5402892245,Sony-NEX-7,1
89.9638085833,120.7804880817,0.6223659254,90.9494725417,121.0377894737,0.6047918777,93.3911799167,121.7143899823,0.5617547995,Sony-NEX-7,1
79.1888466667,117.2306464192,0.8245988389,73.9216381667,114.9902381165,0.9322606416,75.7984075833,115.8190918527,0.8934253816,Sony-NEX-7,1
98.1807947083,122.9848460502,0.4789162982,97.27099725,122.7857717303,0.4944046368,97.4654420833,122.8464578654,0.491160821,Sony-NEX-7,1
89.7009429167,120.9280402045,0.6270479873,88.8380626667,120.661124496,0.6426411116,90.6822947083,121.1968017271,0.6096225166,Sony-NEX-7,1
91.7241913333,121.4278950324,0.5907753109,89.8840519167,120.889562061,0.6237422215,91.412583875,121.3427887773,0.5965382217,Sony-NEX-7,1
96.3345104167,122.6366196793,0.510460462,97.564660375,122.8552640551,0.4894818336,99.7312010833,123.4319217915,0.4529587277,Sony-NEX-7,1
82.86871475,118.7077728693,0.7527100006,76.1046801667,116.0481430035,0.8864209038,77.4049193333,116.5639409512,0.8602928253,Sony-NEX-7,1
67.383106625,111.7502524685,1.0751358434,65.7713597083,110.8929631953,1.1125739547,66.9118748333,111.4972582658,1.0862647128,Sony-NEX-7,1
96.2545403333,122.5485284131,0.5119083023,95.073045125,122.2414983075,0.532267522,93.5751209167,121.9435992478,0.558233521,Sony-NEX-7,1
64.9041453333,110.418314316,1.1329599958,63.6625112083,109.7131923442,1.1626837505,63.842274,109.8448549072,1.1582932558,Sony-NEX-7,1
89.27374075,120.5697217727,0.6345075825,87.8108837083,120.1002932774,0.66113156,87.2546287917,119.9559504498,0.6712386138,Sony-NEX-7,1
83.4690528333,118.8271257094,0.7419232543,81.6568104583,118.160311832,0.7767078178,82.6393668333,118.5306244453,0.7578837872,Sony-NEX-7,1
75.3308833333,115.4206301226,0.9026617679,72.8335065833,114.2713713091,0.9551047662,72.7563627917,114.2622493785,0.9566523672,Sony-NEX-7,1
88.93361175,120.4879641801,0.6408665528,85.8780715417,119.5399272907,0.6967564397,85.7818670417,119.5677402283,0.698310623,Sony-NEX-7,1
95.66563825,122.4991711828,0.5220879137,94.95868875,122.31010272,0.5342859884,96.376549,122.668732478,0.5099332593,Sony-NEX-7,1
86.7535690833,119.9959683106,0.680494955,83.9786362917,119.0172505625,0.7323580936,84.7028302917,119.3135824056,0.7187096932,Sony-NEX-7,1
81.5082394583,118.0626279288,0.7797737612,81.31100075,117.969603855,0.7835945492,81.2026077917,117.9561896414,0.785717739,Sony-NEX-7,1
91.0393247083,121.2387027047,0.6029009989,90.8401190833,121.1537964005,0.6063366152,91.138930125,121.283953932,0.600904098,Sony-NEX-7,1
90.9732713333,121.1334925248,0.6041023479,89.553764625,120.671561314,0.6296045986,89.48540525,120.7263612672,0.6307608864,Sony-NEX-7,1
41.7998775417,93.9604188943,1.8217441223,40.7911922917,93.0487979125,1.8613181492,42.4918642917,94.5760655287,1.7952726992,Sony-NEX-7,1
90.0795262917,120.9317965185,0.6201451239,89.073976625,120.6139335138,0.6383365513,89.4132067083,120.7346884878,0.6323621143,Sony-NEX-7,1
95.0767388333,122.3153200284,0.5322153835,90.323524125,120.9976676239,0.6159795348,89.753596125,120.8858880822,0.6262053349,Sony-NEX-7,1
76.9722842917,116.2698724407,0.869442059,74.5902990833,115.2388149341,0.918602624,75.1852141667,115.5183006423,0.9062571617,Sony-NEX-7,1
86.177366125,119.6448757698,0.6912687982,84.0315185417,118.8840721135,0.7314082291,84.8864049583,119.2209779088,0.7152470827,Sony-NEX-7,1
77.7243069583,116.6963715109,0.8540010799,71.7351872083,114.0595337374,0.9784582714,72.6911225417,114.5291177467,0.9580816962,Sony-NEX-7,1
67.8562075833,111.9604743127,1.0639788998,66.5567626667,111.2298489514,1.0942157268,66.5567020417,111.2336241508,1.0945682442,Sony-NEX-7,1
97.7408287083,122.8462820681,0.4861417064,97.1715505833,122.6925413241,0.4957194304,96.70914475,122.6529430808,0.5037506109,Sony-NEX-7,1
84.74547125,119.2848269624,0.717749553,82.8311516667,118.6041717896,0.75404835,84.2248180833,119.101471462,0.7277057372,Sony-NEX-7,1
90.489866,121.0513666991,0.6127437828,87.4966539167,120.1545020937,0.6668180728,87.1228159583,120.0839305824,0.6737550737,Sony-NEX-7,1
92.4191258333,121.7173910545,0.5786761175,92.8488490417,121.8190726799,0.5712050768,95.260856375,122.4568252337,0.5292184446,Sony-NEX-7,1
97.222561375,122.8803886966,0.495205802,95.5125880417,122.4646343588,0.5245757437,95.66439275,122.5293130079,0.5219968798,Sony-NEX-7,1
87.01757875,120.0034379361,0.6753878668,83.0044844583,118.5685470934,0.7509506856,83.3897483333,118.7545272993,0.7436937777,Sony-NEX-7,1
96.5593035833,122.5347547494,0.5066833773,96.0786932917,122.3415908709,0.5149401565,94.9331049167,122.1777202025,0.5345757446,Sony-NEX-7,1
97.3473075833,122.8966835301,0.4930978621,96.2878277083,122.6529765198,0.5112205295,97.0443054583,122.8471008815,0.4982490332,Sony-NEX-7,1
87.03216025,119.963477576,0.6757768273,85.5059491667,119.4361368983,0.7040854655,86.1917132917,119.6964684639,0.6911954054,Sony-NEX-7,1
66.8646400417,111.3935141045,1.0876727116,66.9241148333,111.4310610625,1.0859811605,67.62296175,111.8332637661,1.0697512941,Sony-NEX-7,1
76.5271393333,116.0081121734,0.8781551898,74.6376160833,115.1490922054,0.9170123039,73.725667875,114.7744094304,0.9361281017,Sony-NEX-7,1
86.4178347083,119.8330758758,0.6865054925,83.8946845,118.9409547222,0.7340660984,83.815390375,118.9367185576,0.7356940982,Sony-NEX-7,1
98.8519412083,123.1445457425,0.4676343164,97.5506609583,122.8538372205,0.4897552284,97.8615223333,122.9757700736,0.4844307459,Sony-NEX-7,1
79.04291175,116.9276576186,0.8275415849,78.2542919583,116.5946271424,0.8433117414,77.8485346667,116.4651484018,0.8514309296,Sony-NEX-7,1
98.0800172083,122.9034026585,0.4804518465,96.9899167083,122.6021961363,0.4989138472,95.6727931667,122.3875317582,0.5216233956,Sony-NEX-7,1
69.2083109583,112.6291066869,1.0339175106,65.61446275,110.7177147311,1.116322179,64.8370505417,110.2988727924,1.1346103791,Sony-NEX-7,1
93.7450515833,121.955964031,0.5553014438,92.60746075,121.6434063117,0.5753992703,93.2267226667,121.843200209,0.5644396455,Sony-NEX-7,1
98.5319524167,123.0599950114,0.4730658282,98.9962076667,123.0988938653,0.4651713487,99.2965982917,123.2308601697,0.460064828,Sony-NEX-7,1
83.5443035417,118.7612456915,0.7405983707,82.4216872083,118.3586110687,0.761944926,82.0358684167,118.2286785885,0.7694450893,Sony-NEX-7,1
93.0984326667,121.7014580415,0.5664664665,91.5694585,121.281438514,0.5933542858,91.1547763333,121.2262141908,0.6006374142,Sony-NEX-7,1
91.0236627917,121.2357549489,0.6030523598,86.491990625,119.7875431692,0.6855637857,87.0415677083,120.0204047937,0.6755193113,Sony-NEX-7,1
93.979278375,122.0735118572,0.5513887235,94.8478575417,122.292006178,0.5359951607,97.92651325,122.9799831346,0.4833498887,Sony-NEX-7,1
81.0419385833,117.944715841,0.7883140623,75.9219785417,115.8179964198,0.8913006112,77.3048770833,116.42486479,0.8632691854,Sony-NEX-7,1
75.5321170833,115.7156737863,0.8985205808,69.7413214167,113.0064925626,1.0221387972,71.6209240833,113.9393793447,0.9810398103,Sony-NEX-7,1
91.604613375,121.5036055159,0.5931619939,91.279237125,121.4150213685,0.598897242,93.5009810833,122.0413402409,0.5597821348,Sony-NEX-7,1
89.856860375,121.08121292,0.6243529592,85.7613500417,119.7973595977,0.6990778872,86.6487705,120.0992338825,0.6826662211,Sony-NEX-7,1
79.7279338333,117.2462201637,0.8141689542,76.3267883333,115.8232438232,0.8823664849,77.3171833333,116.2787492464,0.8622827339,Sony-NEX-7,1
75.051661125,115.4946944835,0.9084989442,73.3573328333,114.7278551577,0.9439479885,74.2306431667,115.1377857141,0.9255125766,Sony-NEX-7,1
93.4251564583,122.0018065943,0.5609351002,92.575051625,121.7546147137,0.5759611645,94.9001750833,122.3745195894,0.5352993406,Sony-NEX-7,1
65.8328156667,110.9361552402,1.1108147198,63.8109242917,109.8213679447,1.1587655637,64.3834695417,110.1430519941,1.145072629,Sony-NEX-7,1
74.65863525,115.3319747122,0.9164577541,70.9776622083,113.6129312647,0.9951180548,72.7759749583,114.4817578521,0.9563695857,Sony-NEX-7,1
64.414236625,110.1050556267,1.1446219193,63.2490179167,109.4101102587,1.1731183408,63.9406535833,109.8219025093,1.1563756773,Sony-NEX-7,1
89.3823459167,120.7444055603,0.6326583091,88.2867092083,120.3955615982,0.6524534059,87.8900692917,120.3305852365,0.6597019089,Sony-NEX-7,1
95.6943771667,122.381116044,0.5211289987,94.7601423333,122.097152496,0.537614503,94.4217004167,122.0508835313,0.5435505452,Sony-NEX-7,1
70.4423,113.2672285701,1.0067656038,70.545140875,113.296566367,1.0044825692,71.1162395417,113.5948998627,0.9920490341,Sony-NEX-7,1
92.9872565,121.8519607787,0.5686579181,91.9904235833,121.577692428,0.586203043,96.2831931667,122.6962273383,0.5113193292,Sony-NEX-7,1
