m1,s1,sk1,m2,s2,sk2,m3,s3,sk3
61.8430595532,108.134934315,1.2161834669,44.2408034246,95.4496876067,1.7475973822,53.1119277686,102.3602242097,1.4558638297
80.8181280839,117.3396871686,0.798568141,55.2093054903,104.0307943242,1.3907489602,61.4185647224,107.5264943182,1.232923252
88.5383160049,119.4995781971,0.6557211131,71.0001333901,113.2009435673,0.9998425453,94.8066626527,120.8437052891,0.5445152538
83.6925663769,118.4353241275,0.7420518774,75.670064321,115.3039093188,0.9025856605,84.3995024182,118.7056828402,0.7288767935
78.5535121985,116.1435236456,0.8448440133,66.6345172012,110.7537252856,1.0997016594,80.051244077,116.6622722883,0.8152642393
98.1081938244,122.0397436851,0.4853772402,96.1040856536,121.5212661613,0.520690161,99.7261821546,122.3154110671,0.4582096545
89.6108268719,119.9201802083,0.6337291718,71.3858325012,113.0179405344,0.9924918181,91.6732162437,120.1575660383,0.6000809518
71.4429371769,113.0094072906,0.9936837518,53.5907924107,102.7626287772,1.4403249437,75.0313770266,114.4801808244,0.9170664631
90.5548977424,120.3229885479,0.6149153113,54.543624442,103.3406599156,1.4103410245,77.2549506089,115.2996560606,0.8717871798
88.7204830925,119.5000278237,0.6513907523,89.869775513,120.0213418974,0.6273784381,92.7981934818,120.5957899594,0.5769320786
74.9495335017,114.6654641395,0.9174365816,59.3023545191,106.4425594253,1.2821088145,70.6543849859,112.4564842751,1.0122054749
73.1064959763,113.982990614,0.9551411059,49.781494263,99.8409966958,1.5578069723,70.1462592027,112.4501618326,1.0203287282
80.0714168233,117.148928549,0.8142916096,67.437968701,111.3761451177,1.0816017383,71.1876980048,113.1534133211,0.9987363669
86.3909152765,119.0676732948,0.6919754553,61.6199106164,107.8454223196,1.2214960165,80.3276430823,116.6630654591,0.8111936887
93.6114808506,121.1390612234,0.5589624788,75.8586157777,115.0610586326,0.8963461507,83.4973630365,117.5792856993,0.7517032641
99.601052191,122.2409334484,0.4555597461,72.4115182977,113.5042405766,0.9717732622,89.9742608474,119.7501343585,0.6316411025
100.0331830553,122.4361325658,0.4515470578,95.0373019952,121.3781835314,0.5372475322,99.9071465284,122.1634582329,0.4552136349
94.6016887923,121.0616542403,0.5449714235,78.0891716596,115.8710606604,0.8521397433,91.3759709332,119.8773781581,0.603741492
89.6090470316,119.8623827013,0.6352544943,71.5201291804,113.2245384105,0.9897452833,81.4602213542,116.8913493656,0.7914868093
92.9538722294,120.92506788,0.5709456285,65.899924861,110.4232308209,1.1163430132,81.4491242755,116.8203597903,0.7928115405
70.1346058016,112.3482609918,1.0170780111,43.5011723645,94.3774058033,1.7744506792,62.702756158,108.0675259339,1.1972058443
97.9098745399,122.3741493963,0.4861677446,83.1341855616,118.040171249,0.7537422721,90.5176385789,120.0445659518,0.6197787414
77.9959258498,116.0858791042,0.8522885297,37.840913808,89.6361515165,2.0009454937,69.8700537966,112.0926027732,1.0306846954
97.8598405193,121.7551288677,0.4900534385,84.2689049283,118.1936486735,0.7315044763,96.2097700305,121.3407491692,0.5186133679
76.1667126801,115.2500190217,0.8931073135,62.3218691259,108.4471025294,1.2050604017,74.6669236568,114.5033122021,0.924902262
97.8085585056,122.2754573995,0.4882534338,87.8190133537,119.6051598062,0.6665301501,96.7675073915,121.9222821678,0.5075318461
83.9070696761,118.3596378399,0.7402109577,78.0625386709,116.3115669142,0.8537913807,89.1918788671,120.2278162932,0.6400478815
93.3305835389,120.9246647401,0.5677738077,74.9199091479,114.7063974166,0.9168183357,90.9489255365,119.8386191709,0.6141891979
72.2458458157,113.4800764701,0.9760203216,63.6155226935,109.2345404471,1.1705968074,70.7301823896,112.7545483241,1.0095411417
88.5912444686,119.8644724132,0.6525536416,62.2253409402,108.3354203541,1.2072173862,77.4133292215,115.5067159433,0.870087246
86.2715800732,119.1093072897,0.6924739762,71.6110273242,113.0532436009,0.9909643081,81.3407772361,117.298078896,0.7877710138
84.1215741992,118.2863684799,0.7360872831,62.50869263,108.566222969,1.1987830893,84.4203592477,118.0998109704,0.732428751
71.9972156955,113.4639856962,0.9775305108,54.0253404507,102.8474220798,1.4290414157,70.4672016956,112.5672301279,1.0137861996
79.5903721707,116.4877130547,0.8241759826,53.5655865739,102.6324878856,1.4405320294,76.7374765038,115.1418411456,0.8824751904
88.6458284383,119.8299585639,0.6515208539,78.8096060464,116.5392775215,0.8385709147,88.4588301809,119.6454091007,0.6564556427
81.4159262903,117.4322960054,0.7887694239,68.3132770892,111.8384142436,1.0608641719,79.7723334214,116.73609082,0.8214800833
98.0758404801,121.8378362459,0.4854977764,77.4238751175,115.6812979296,0.8656255001,94.0766107162,120.8253627664,0.5558014981
92.4230782033,121.0471331957,0.582901542,68.1611773575,111.74012766,1.0628705682,83.3500964325,118.0830967863,0.7512259821
77.9235941416,115.9951045532,0.857123463,71.8059937441,113.4154780417,0.9844445389,79.1411514626,116.5411904847,0.8314237484
77.3603417724,115.6387958198,0.8716297844,64.9710367227,109.9909198497,1.1379203588,89.9625790551,120.4867354345,0.6255083652
94.8280393366,121.2848136351,0.5420238513,89.1877836682,119.8398466952,0.6417829043,96.3732771871,121.5080990237,0.5159215186
85.7702657523,118.6956198979,0.7059087445,72.4773146245,113.7111678861,0.9694618092,80.7671818707,116.6195084338,0.8052354977
100.7911184211,122.2248905372,0.4386118519,79.5902901786,116.2563268344,0.8223738363,98.4319715304,121.6582319786,0.4798265842
63.0666845336,108.8441827113,1.1855056292,50.4291651982,100.5348344255,1.5354358887,58.1005915668,105.7424672825,1.3156112398
78.6999532523,116.2152189586,0.8393782122,54.9749184974,103.6539842405,1.4004659491,74.3209476328,114.2896289131,0.931518541
53.6551258517,102.824871274,1.4383078671,33.6631916706,85.2027090793,2.2055436279,51.8939918155,101.5186729147,1.4895812223
35.7027816122,87.3780078031,2.1061724401,27.2837653215,77.7395950342,2.5838845097,40.0733714168,91.6447237469,1.9126066052
99.0050081258,122.0034547145,0.4707903067,97.0824793918,121.8316122144,0.5027874324,99.4191724428,122.2876041753,0.4630505425
73.5775349017,113.9371558367,0.948748484,77.0428064791,115.7134587307,0.8740416359,82.5212313009,117.8131936172,0.764485722
61.8954811345,108.091932287,1.2129226007,41.3644925302,92.8234246186,1.8563084925,59.1335068629,106.2152245976,1.2883485007
91.6887382029,120.7879007633,0.5955010996,77.4336400082,115.9361011902,0.8665089207,89.5586054981,120.0095880973,0.6352379622
88.1067025474,119.7820567453,0.659969943,78.0142020089,116.22356151,0.8544715432,86.0651227679,118.9656677335,0.6990851161
91.5063388452,120.6367365477,0.6001280492,81.6538998864,117.6756521783,0.7812023132,89.9206801183,119.8961769746,0.6320282412
90.4412662516,120.2277360341,0.6181757507,81.2423847705,117.2842943421,0.7897353191,88.3472247513,119.5439161852,0.6570018796
89.8752567454,120.1992413123,0.6290466512,74.1868729441,114.4196290347,0.9343695287,96.4161480361,121.5469869173,0.5148800198
89.2583034735,119.89114497,0.641038691,72.3679530858,113.6934082458,0.9715392548,88.1085749041,119.2939557049,0.6641517909
88.0896680177,119.5557970755,0.6607277588,80.1121744792,116.8865481861,0.8130842898,86.6369657053,119.1583851222,0.6874161724
81.4044797051,117.2974874192,0.7867336387,68.0681572094,111.4347478771,1.0660159485,79.3409091577,116.2169275601,0.8308373595
90.3459632969,120.0123500858,0.6211115161,78.4064494733,116.0297891429,0.8463255108,91.1701223273,120.1026187977,0.6073293697
94.4537099585,121.2053387673,0.5463242029,58.8502344729,106.4191497601,1.2913893919,87.7345458372,118.6138371111,0.6751676354
78.1862894541,116.250624378,0.8513406672,64.991335027,109.9466846541,1.1398339845,74.5969613976,114.5953519724,0.9256115982
83.7016599115,118.1302265004,0.744313539,74.3565623042,114.6841170464,0.9293955342,81.7827361372,117.4392526404,0.7815471027
92.3713475583,120.8476640757,0.5841388061,83.1562894052,118.0689671876,0.754452842,90.13664459,120.182277912,0.6257689804
88.8554839247,119.7644861742,0.6478200835,71.671021548,113.2161230364,0.9873491829,91.1091965754,120.3832962566,0.6071040251
83.1529634633,117.866637901,0.7566059987,81.3095201382,117.5149104037,0.7883040753,87.1985689321,119.1861883566,0.6794194588
96.2517095963,121.8743173204,0.5149073113,83.9583847314,118.5018931343,0.7374304018,86.644508488,119.0183201498,0.6899668855
87.8788318452,119.1170038948,0.6639648231,70.8059435699,112.7330021852,1.0050103902,86.6278662966,118.6746978391,0.6895566134
76.5260032405,115.4981705923,0.8823576748,33.2533127252,84.9028510465,2.2230213007,71.2050184054,112.6681885156,0.9999162837
82.5854947427,117.7656461719,0.7650154249,74.5175401884,114.6285532549,0.9268870813,80.4472364995,116.9119389763,0.8072260684
97.4904052122,121.676704173,0.4945637307,74.2885791138,114.277662542,0.9302972065,92.3591745477,120.0783148598,0.5874681797
81.8127241933,117.5663445488,0.7797420446,68.7183630463,111.9112225421,1.0520121497,83.4908401375,118.3160946687,0.7456919398
93.8295426065,120.8798372082,0.5600308909,74.1488060973,114.4038040244,0.9321955083,98.4107238311,121.7182980605,0.4809134656
99.6567659383,121.8181664648,0.4578936135,83.7757890821,117.7394938876,0.7406665407,90.3176104323,119.357096787,0.6236803432
94.6898302886,121.0053381503,0.5409003404,77.4130240151,115.3985368695,0.8650131935,94.268086476,120.5049129418,0.5509147914
84.5207165864,118.4066465441,0.7255637059,64.7358709273,109.6348707009,1.1448394023,76.9781000352,115.0220409141,0.8804488429
72.7411788749,113.7694014856,0.9656284504,60.3363824601,107.4419180263,1.2522173121,71.0053160244,112.8881291644,1.0043434244
88.0614852561,119.4516797543,0.6631758805,79.7191893307,116.7665388045,0.8191415998,87.4269692787,119.1720542198,0.6745784241
77.3747143738,115.7810998162,0.8661319725,64.9093152804,109.6720146812,1.1426839588,75.1034047521,114.8216069537,0.9122953715
97.8486859238,122.0975146443,0.4888120154,85.5173801202,118.9597829011,0.7087897759,94.0432957393,121.077439672,0.5565922796
70.4189413965,112.6968396342,1.0137213436,36.9473576519,88.7398185907,2.0423111993,66.6650439576,110.5617015454,1.1022298911
95.4298267642,121.2295718007,0.5323121113,66.6800590343,110.8259089276,1.0963471771,87.2382132088,118.6812558112,0.6809115355
78.5307764039,116.4116224728,0.8448856876,63.046681156,108.9876384134,1.1857694975,72.2460663377,113.6490136045,0.9758383853
76.797611705,115.3341589306,0.8815056045,68.1593527275,111.5866628808,1.0634304743,82.3940089482,117.5354142857,0.7675696379
97.4264819764,122.2805806374,0.4951789564,89.662382274,120.33664812,0.6325824217,94.8136669799,121.6008311139,0.5415843548
75.9861634066,115.1093798046,0.897665603,59.9440999961,106.9872448513,1.2638713753,72.8716735687,113.5171983312,0.9654018739
89.9734827792,120.0985271377,0.6282827715,84.3415822271,118.5585142846,0.730996645,88.7502161165,119.7528508252,0.6507208134
72.8418514548,114.3811401135,0.9584987361,31.264355224,82.3938571372,2.338587356,38.0458333333,89.7916451081,1.9921898058
87.1006591185,119.1607091853,0.6806512884,75.7622239192,115.1033898275,0.8989817505,87.9301432292,119.2670298267,0.6665436728
91.8891006814,120.2734141022,0.5925749217,73.0921833392,113.6033285288,0.9550928094,85.3714412986,118.1457608806,0.7131695883
80.435689321,117.0852709174,0.8073243372,67.9217739172,111.6560233834,1.0695293276,69.4133076833,112.0855295988,1.0399027477
86.6205851543,119.4244474447,0.6876057843,73.1885181704,114.1957820492,0.9540317583,82.8844139156,118.0545512663,0.7587947145
86.1242109179,118.4906681298,0.6964365618,68.245068237,111.0734786781,1.0627077813,83.3780958745,117.3626982425,0.7503140268
93.3807957393,121.0828323164,0.5646660185,74.9001659422,114.7095928659,0.9181794795,84.4878987018,117.914031283,0.7332242538
96.6358562422,121.7868788138,0.5080506685,83.3954091772,117.9668624171,0.7506633956,87.8908487038,119.3924481672,0.6664961549
90.8754743304,120.3081902236,0.6086068211,63.4983036204,108.7889878878,1.1751927388,74.5357776766,114.178152512,0.9277515204
80.7176642779,116.9933836254,0.8022380026,62.9869192023,108.7310017177,1.1863067198,86.5583930529,118.8636111225,0.6914842716
75.8327319764,115.0020132795,0.9011644701,74.8497975897,114.8031602622,0.9195066925,81.4495428023,117.4143994229,0.7862167487
73.1681975936,113.9905612904,0.9541816358,65.130909794,109.9097679115,1.137213808,68.4341246182,111.6349760715,1.0594842945
57.6524516859,105.596024863,1.3263440172,45.4488080553,96.5303212827,1.7040011686,58.5228814223,106.1722647053,1.3021976745
93.406028499,121.3380145571,0.5634269558,77.6646618989,116.0332126637,0.860456043,84.5306858455,118.3507520042,0.7290996357
76.0079972881,115.2108056895,0.8941292363,60.9261552318,107.3457406138,1.2423575148,70.5897152549,112.5880480887,1.0120924673
68.9842729382,111.8740430212,1.0469526946,52.9200865934,102.1781825742,1.4592700161,67.3592117501,110.9557097321,1.0853142081
91.5162863213,120.5907531279,0.5995063479,86.6375083216,119.1769221792,0.6876121745,94.192576167,121.1385083921,0.5533385167
95.6584341714,121.6939710025,0.5255642681,75.698731203,115.1522028886,0.9009707666,92.3465494792,120.3998950763,0.5881687388
93.8636136239,121.2071900392,0.5550250837,69.4423891761,112.0096474522,1.034896423,87.8503754503,119.1506555615,0.6667399993
88.3737091753,119.9334351373,0.6563783584,83.4088539219,118.4742505679,0.7477288766,81.7071147106,117.4954430878,0.7840747386
85.5469124471,119.0222025057,0.7072337584,66.2445672286,110.6458357727,1.1110992245,74.14722108,114.3217552825,0.93707665
100.1392805745,122.069111417,0.4506760445,89.5069118108,119.6307161064,0.6339073084,99.8761168057,122.0970737704,0.4541867255
74.6139247043,114.4365351931,0.9248932875,63.9052697662,109.0681576561,1.1660119075,74.8008485569,114.5369214102,0.9200783862
86.1632932429,118.9352423326,0.6967364627,70.0034989818,112.3504202529,1.0238707062,79.8147911282,116.4975053464,0.821557336
93.877444588,121.3006629286,0.5546321389,71.9197214227,113.3223069467,0.979350569,82.9493039239,117.6192627169,0.7602115304
72.9465365073,113.5605789737,0.9599037453,44.0613981242,95.2620921207,1.7521402433,67.3362669369,110.6267940106,1.0875427677
83.919993098,118.3452992254,0.7384085029,66.2269981595,110.6117826595,1.1086045542,69.4484543879,111.9085753517,1.0398152375
88.7549251547,119.7722752966,0.6504649624,71.9927643817,113.4033369263,0.9815492386,88.3667082746,119.4748202013,0.6589729715
77.2446286615,115.507323796,0.8737370597,64.7868817552,109.9876115829,1.1429611794,83.7760252682,118.1523394468,0.7432535221
90.549609375,120.2526593288,0.6158585273,75.3751725505,114.9725452435,0.9069572903,87.6879601347,119.150849528,0.670512408
74.5672699816,114.652913926,0.9240998439,55.8757692571,104.2133720219,1.3750709611,73.4730791823,114.0211101207,0.9480753008
70.6427744165,112.687064404,1.0118509016,49.7320718789,99.8691271392,1.5564259408,66.9797205416,110.8774088823,1.093331014
99.425483631,122.2556654608,0.4595193406,75.6568523359,114.7797875661,0.9021887227,84.8681295524,118.014572229,0.7243998363
86.6449607906,119.1371755333,0.6867630579,59.3080633713,106.5234078255,1.2814052921,75.2498817845,114.6397438721,0.91431128
93.7640681293,121.0146346088,0.5599380454,92.5782767466,120.7922903875,0.5801440049,95.9861866581,121.5502642539,0.5208307482
87.0309920309,119.1134234171,0.6817434042,66.110422296,110.42373598,1.1109465124,85.5627631089,118.4206123779,0.7116460818
85.9182773829,118.8038515566,0.7007985537,68.5896626331,111.7509483555,1.0548660584,83.1108763119,117.8677549594,0.7556570947
95.2671091792,121.7461117906,0.5326347713,87.6950273633,119.7645799618,0.6678541303,91.4318376508,120.5604763923,0.6023323457
89.8836037849,119.9108535018,0.6299150921,68.432790717,111.7393767942,1.0574038065,86.226001772,118.5069887084,0.7005445336
86.7649710213,118.7848496015,0.6869324152,76.6212902863,115.3974884656,0.8812248325,83.712619684,117.9256592288,0.7440916341
101.7609318707,122.7044362882,0.4215724608,79.3442605537,116.5402821375,0.8255694739,100.69750793,122.2565263962,0.4406344997
95.0382381736,121.687573027,0.5373893744,93.4204356105,121.4548036568,0.5646340056,89.9029164709,120.2074990973,0.6297536767
109.8770001175,125.0989324764,0.2848507611,72.4359450873,113.6858724722,0.9725145096,72.4015145285,113.5576597927,0.9741789395
74.2170311031,114.0372032703,0.9285001059,34.4861829868,86.199641652,2.1625521144,66.4098554492,109.9553555492,1.1094253732
88.5439719905,119.9176092177,0.6527285293,78.3610336877,116.2636768069,0.8474322985,90.9108655428,120.2788959158,0.61182841
83.3746377663,117.9650031039,0.749856403,76.6569822995,115.50069015,0.8819878605,85.7455650846,118.8576619563,0.7043714509
78.6444424048,116.297667603,0.8424744406,63.5567000999,109.144364191,1.1734424464,75.6319167058,114.8266786085,0.9070228891
97.5157243695,122.4545077639,0.4925353556,76.7655961192,115.6841763991,0.8800137479,93.6719011885,121.1032822222,0.5621655545
86.1254956238,119.1174811011,0.6979861468,81.9236925321,117.821334454,0.77698593,89.4105500568,120.2141122855,0.6370360329
81.9817639803,117.3269884738,0.7727022592,56.7226758302,104.3869868422,1.3501424316,74.8839716479,114.196001605,0.9194924362
70.5844173422,112.7212105618,1.0116258785,46.5324404762,97.3250701902,1.6649306632,67.0533922697,110.8822039162,1.091182958
93.0267773927,120.872095993,0.5716458013,81.6553226328,117.357400514,0.7821246973,90.6932688166,119.9756015967,0.6155908339
96.9709092066,121.9438393324,0.5033107084,77.37028778,115.8051261872,0.867218408,90.7309722059,120.0065083558,0.616939639
104.5964958784,123.0421968848,0.3746152864,99.5442216381,122.0407973977,0.4597369465,102.6084860589,122.5010322456,0.409310324
82.8429738898,117.6673947278,0.7604443102,61.9908832139,108.1150365616,1.2110555304,82.0109233044,116.9878000293,0.7793891146
56.4962486783,104.7145381382,1.3552928822,47.9152050047,98.3787601459,1.6192836222,60.5254613585,107.2569624879,1.248085347
88.7009317728,119.8984951134,0.6501822277,81.8347531426,117.7040297766,0.7784031418,87.7953695273,119.4638970226,0.6683671715
80.7504356595,117.1177954821,0.8008183881,68.1376297188,111.6629514289,1.0642830875,80.2744475936,116.8827029525,0.811279248
97.4653462269,121.6816092355,0.4930105662,73.2561993362,113.7650020462,0.9516246456,83.721796924,117.5987896698,0.7465989407
91.6664723332,120.3136047365,0.596391871,70.8310537085,112.6536112541,1.0042912806,86.7451081317,118.7937860136,0.6868589259
91.9347629327,120.7396629513,0.5918932329,84.9254432468,118.7329831964,0.7202486702,86.9408274103,119.1720661671,0.6843189065
71.8726016702,113.3747666778,0.9846441893,58.5145358513,106.0217193713,1.30433601,75.222998414,114.7790233563,0.9146175833
93.6749184974,121.0170435848,0.5618381463,82.7108635847,117.6380188113,0.7627810193,93.0565933878,120.4938225779,0.5760278406
82.9124931469,117.9225514295,0.7599194386,69.6197243597,112.2688393504,1.0330714386,85.9590135005,118.7460089474,0.7038547537
74.4439683192,114.5664539514,0.930135357,61.5127875842,108.0317920161,1.2244138372,78.3422014509,116.313117345,0.8482847521
82.2600507617,117.5356015529,0.7716514409,65.7541556528,110.2579657347,1.1207143536,80.1471917097,116.6684471447,0.8139183065
90.2301841028,119.9858034436,0.6212436199,74.4739027745,114.5297919217,0.9277772964,83.5983104734,117.8995321686,0.7468586557
88.086915531,119.7859717654,0.6596791629,60.0771053611,107.0019952441,1.2610779567,79.7685429394,116.6254978818,0.8219964871
106.3651274182,123.4943413069,0.3432726426,84.3529979734,118.2775308336,0.7284199755,100.4524059171,122.0162058538,0.445490874
86.5240589266,118.874833178,0.692003752,68.3465325912,111.4527934188,1.0594525075,88.7732071879,119.4594239804,0.650546742
94.5607030271,121.2339467665,0.5444797138,80.6889484453,117.0020352565,0.8009696058,91.2489813401,120.214346357,0.6056945171
98.8135565966,122.2133170343,0.4725834163,92.9043984473,120.8858446105,0.5748892741,98.7321475074,122.0649857542,0.4748927693
78.0183229069,115.7285274846,0.8531779823,53.3032013628,102.2136269534,1.4467338355,75.9240579476,114.6373147034,0.8984146185
74.0811880776,114.5319210734,0.9358017853,61.6115501155,108.0634523491,1.2221912762,71.7824510005,113.4559826976,0.9850138022
84.2425071468,118.2670903423,0.7330813779,68.9873098273,111.9564841015,1.0461453598,84.5892509594,118.3805756688,0.727085105
106.3296368362,124.5573083195,0.3472056841,66.2178008498,110.5327080427,1.1118585677,69.1260960017,112.0847731984,1.0427127489
89.0872241639,119.6477005774,0.6454645809,75.7503032484,115.3456958514,0.8988370196,91.3031631814,120.0239495088,0.6074048643
86.254414601,118.8817489253,0.6952918756,69.5888752643,112.2233805018,1.0312095157,87.7572544643,119.2805569184,0.6680621398
86.4375785656,119.1278042299,0.6918348418,69.3534292274,112.3009212369,1.0364142167,87.4674797345,119.4003311569,0.6739314055
97.4320469142,121.5827955418,0.4956668155,78.6119280134,116.0094737042,0.841005485,88.0207043488,118.9205275721,0.6647556139
91.715650699,120.625933711,0.5957135053,88.4846476543,119.7296811744,0.6542310002,91.6419437265,120.4478043982,0.5983065786
92.7976126841,120.5681221319,0.5790861124,83.3103731007,118.0091957844,0.7492840758,102.1644242442,122.5826273787,0.4167758378
108.6610141075,123.4777056247,0.3078651924,108.2831353286,123.8173030729,0.3119564697,114.7086857769,124.2417403322,0.2077061417
83.5200094964,117.8093478262,0.7442114084,65.4892866933,109.699390601,1.1281547249,74.4703851915,113.9158892548,0.9304690204
74.286885916,114.4165877446,0.9302244316,63.4371676261,108.8499854815,1.1767548552,78.9354617011,116.4889284231,0.8331793647
97.7131894678,122.16096454,0.4903295425,89.2798791412,119.9821357328,0.6396785331,97.0533391584,121.9398460876,0.5019988549
75.6439888784,115.0189238292,0.9035993504,65.1012702655,109.9480215465,1.1369666764,76.1074270148,115.2789368858,0.8926887812
85.2266146323,118.8063874605,0.7141716397,76.2664503055,115.503415131,0.8891989821,84.9437463287,118.5279538354,0.7210036188
81.9076096002,117.6916901601,0.778929185,64.7587929785,109.8932219856,1.143742562,78.3835142054,116.326089705,0.8478039026
93.4245863683,120.9591976002,0.5648841793,78.0311224839,116.1469854233,0.8547552969,81.4998120301,117.1412729624,0.7900068382
96.1084914435,121.2215821442,0.5200293376,74.3299860981,114.2016003335,0.9286385981,88.0888750196,118.9991679306,0.6632994647
88.9988846628,119.801233176,0.6454181706,75.9817767074,115.3489900489,0.8953296115,89.5136912104,119.8923918959,0.6376791673
93.6368122455,120.4244298925,0.5639145675,73.2033513961,113.2665850735,0.9548409242,97.5694206219,121.4492955253,0.4933310572
70.1658832139,112.5184635997,1.0216803939,58.2029120653,106.0045906307,1.3089317476,71.7480395324,113.2851448787,0.9864869562
93.1652701089,121.0468232066,0.5710775483,88.8247603873,120.0772254236,0.647148023,93.7042043586,121.0412201168,0.5624778178
