m1,s1,sk1,m2,s2,sk2,m3,s3,sk3
110.0243707581,125.0186117278,0.2792364343,87.0101822654,120.3696584246,0.6720599864,99.0241201178,122.6433481867,0.4649808265
118.9196737771,125.7613251574,0.13681203,107.7542608865,124.6378008153,0.3180732252,111.3480568153,125.0223963618,0.2594467711
98.3511419228,122.9948217954,0.4745796153,92.2926894041,121.7519827417,0.5783663483,102.116881991,123.8396847798,0.4107137849
97.921383069,122.9908461276,0.4797799351,70.7730026521,113.6609321361,0.9955547882,100.3466827221,123.1589566116,0.44163212
104.1236213959,123.9881179931,0.3773233883,96.8542879681,122.6399499236,0.5004607546,99.9473788068,123.1857419756,0.448054126
100.0774017024,123.5849653842,0.4440219506,66.4575980614,111.2172647861,1.0966688044,87.43094144,120.0749641922,0.6683032395
105.6583487851,124.2895764996,0.351329781,94.4954634583,122.504035785,0.5389256676,105.519645252,124.1782116237,0.3555039961
110.9251151994,124.400052526,0.265920075,102.7416031372,123.6842200132,0.3986111993,113.9015151441,124.9468720806,0.2179325644
100.2098126529,123.3047184971,0.4434382619,82.3935076924,118.5528663809,0.7601067537,104.8382435391,124.0641944933,0.3658128512
116.074161995,126.0584732086,0.1817169631,75.2026446333,115.7310970048,0.9025252495,100.7208877426,123.5544270659,0.4346268413
113.6628941025,125.5419925677,0.2212887,94.7317574648,122.3031398855,0.5350905853,110.4532565534,125.01660396,0.2733011253
102.7920717429,123.7798500673,0.4006258486,83.467594643,118.9795304095,0.7386903807,108.8097243382,124.6010833445,0.2992368116
102.8945038567,123.787070669,0.3973661514,94.8399114131,122.2567418101,0.5332624899,103.5354473242,123.9081172944,0.3863979963
110.071151932,125.0880466345,0.280299734,110.5316081631,125.5131998455,0.2710701858,115.2172559176,125.65456347,0.196195167
104.1671410462,124.0707156055,0.3762922216,97.5909869687,122.9716205043,0.4861947945,106.0846409937,124.34988143,0.345376312
101.1048700344,123.6437535045,0.4267043119,79.1584921488,117.0275447132,0.8252386824,91.0710680298,120.9662087226,0.6034313491
101.4446011767,123.3104640585,0.4230169475,88.2710747879,120.3104022206,0.6502048605,102.6224171575,123.6354546812,0.4018821635
94.6853064866,122.2775359897,0.5368310121,89.4105788776,120.8322667059,0.6305828462,90.3773071873,120.9982362631,0.6139592183
97.8460995895,122.908951334,0.4809032572,71.26930341,113.5969045643,0.9873900569,81.1790185789,117.5468183003,0.7879357839
104.0471271167,124.095948256,0.3792797694,93.1415320131,122.006938463,0.5634587475,107.3985984971,124.5165999577,0.3247770365
107.2704577828,124.635764014,0.3233013021,82.1493334409,118.7667030754,0.7631241984,95.6275365856,121.6888628384,0.5235098048
111.1350345549,125.4925712593,0.2598416917,80.7683541588,118.0434253391,0.7914282308,94.8687548225,122.2999371466,0.5347161982
112.405250063,124.5537774567,0.2414374276,102.3985362471,123.6072416562,0.4044815359,115.0654345264,125.0481782261,0.1987586517
96.6793915049,122.6372252956,0.5038093961,89.3404847037,120.7871035347,0.6328129651,95.4720105394,122.3050001627,0.5249021183
90.3216498501,120.940800412,0.6158573674,80.5556068975,117.8061735275,0.7967450227,87.9017639801,120.1776853473,0.660137736
109.8155281065,124.895434722,0.2840632716,96.8074535659,122.7766174202,0.498882243,105.5736992617,124.1226807385,0.352528011
99.5479226702,123.3156812468,0.4541634191,90.997083353,121.4924374177,0.6005767764,86.6829915898,119.4860452238,0.6852741622
110.4736628303,125.0023902874,0.2734691098,89.3857222577,120.7856873557,0.6298894309,98.6337109014,122.7144759728,0.4720446621
147.011475409,124.3473587288,-0.3148592978,106.3773030866,124.8525009862,0.3383827319,104.4758512587,124.2302635356,0.3713624457
127.5117025109,126.4722136175,-0.0009673137,113.2710869263,125.8070555116,0.2256502283,113.5573093821,125.63181416,0.2211018327
110.1400882064,124.6996264007,0.2779747862,102.6276497675,124.1570683078,0.4008970521,111.6567858094,125.0002400653,0.2551817447
103.5885281341,124.0110648932,0.3861085864,93.6811271239,122.009457592,0.5542032415,103.5170583907,123.9529681221,0.38837449
107.7726417824,124.5176469924,0.316959677,98.6405934239,123.0330535116,0.4686568088,105.0172665469,124.0470052359,0.3629593706
93.5695804267,121.8301611836,0.5558647851,79.8868489091,117.4854796675,0.8081155929,91.041440385,120.7345706207,0.6020691772
109.2877855955,124.4184780954,0.2942687006,104.5494483287,124.1627943396,0.3692243502,109.8129252521,124.5829665364,0.2841386667
107.6675137262,124.5112119316,0.3187589451,100.2929846611,123.763372785,0.4389674211,108.5771837043,124.159610472,0.3046687719
112.5859124852,125.0012183975,0.2392230627,101.7666887453,123.5671957847,0.415419396,111.8929829551,124.6793856603,0.2513351016
115.4744865153,125.2512680092,0.1927583308,113.0549922708,125.2974515924,0.230519657,110.4151196841,124.7330512568,0.2746044453
119.5988916545,125.6972565496,0.1254036045,104.7447121933,124.0865654959,0.3669305906,111.2041829222,124.7810310258,0.2621457391
114.4139474318,125.5089411114,0.2090846457,109.4523567577,125.1822473807,0.2885690812,111.6939548099,125.1605958846,0.2535033855
115.6154038197,125.5633225418,0.1885090938,89.8902354248,120.9541598084,0.6203698968,109.0111977034,124.2128451441,0.2973798593
103.4912668723,124.0679599543,0.3878061705,87.9402265343,120.4120928456,0.6569165675,104.2909966793,124.1776045353,0.3744005495
115.948037722,125.6202810193,0.1831786271,86.3914551642,119.723070647,0.6830514448,109.1708443071,124.5572050801,0.2935451578
109.2551609282,124.7459376402,0.2927863422,103.7775958667,124.1470936106,0.3818035192,109.5389912282,124.7480704485,0.2879520144
98.8906970099,123.0296401951,0.4647501745,93.2897338816,121.9062994284,0.5603562483,98.2252946993,122.8749900283,0.475779259
120.0536176035,125.5074493842,0.1189252948,113.1471178653,125.0159901359,0.2305967323,114.2543955564,124.9457826904,0.2133820956
115.1574995932,125.141385303,0.1983449053,112.2229899724,125.0028328391,0.2456742833,115.6539827544,125.1809042745,0.1906619177
84.1327673913,118.8226307592,0.7308855061,71.8724963027,113.8488250774,0.9770233467,85.5558182523,119.3239544416,0.7036001727
111.3863987242,125.039000021,0.2569540224,103.8653877446,124.1682676486,0.3791000727,108.7623242729,124.5692665108,0.301132962
109.5445391891,124.9390317686,0.2882159023,105.8477302283,124.7756570782,0.3474102457,106.2181845829,124.5533044078,0.3420885442
113.7235439073,124.9216899575,0.2214546894,107.5881586527,124.937719441,0.318857505,116.2171455243,125.4421064206,0.180005671
110.2718021863,125.1038714194,0.2748847785,82.5833424371,118.6746829216,0.7552354849,103.407762618,123.6129536958,0.3901732901
106.9087194147,124.2056066043,0.3315368304,95.9467458087,122.9371899767,0.5130866013,105.3846865617,123.3119585578,0.3594904862
93.442457857,121.893537757,0.5587276292,68.0545454486,112.0476871321,1.0602205627,84.3928801893,118.9744165261,0.7260775841
99.475272637,123.1402456498,0.4563537265,86.2877574641,119.9428946702,0.6859005603,107.6018977807,124.5742972275,0.319487795
107.8530190191,124.7109083481,0.3153284412,95.9800140542,122.4798552688,0.5139919421,103.984157248,123.9314063688,0.380008613
106.9675608525,124.5383672608,0.3306258495,103.5144306035,124.0457698309,0.3877829636,105.1061492354,124.1476208833,0.3621013361
112.8787556689,125.1896813692,0.2344750544,111.5492442733,125.2048830304,0.2555544074,114.8524988747,125.3590880708,0.2028431456
114.389594143,125.0989804247,0.2096847199,105.4480774177,124.2017754931,0.354697853,110.0780721818,124.5958929214,0.2805321913
104.6469471083,124.3165149447,0.3677128866,91.4355978888,121.5363987025,0.5921335111,103.2289831973,124.0049986113,0.3910013551
108.7253558011,124.8271763733,0.3016164263,92.3710802174,122.1003836923,0.5753147917,103.2258905443,123.1146906831,0.392550398
100.631905651,123.419510062,0.4358377827,77.4938225676,116.7527990388,0.8552980151,105.9783128819,124.0580263029,0.3454502111
107.4965821543,124.7389798365,0.3202836824,89.4772861257,120.915993071,0.6267229609,105.303697897,124.1469474894,0.3588048007
117.0370002939,125.0727519164,0.1654269997,108.8597722027,124.6651780383,0.2991610329,113.4052785225,124.9308802113,0.2261134134
130.3547959741,126.5682729939,-0.0467087952,85.5761913128,119.8351385909,0.6990986227,84.5824963618,119.0745032841,0.7202224051
106.1508055431,123.7338697682,0.3465534671,120.7053085895,125.720395125,0.1074181518,127.5775643398,125.6939804378,-0.0017870102
103.8381064907,123.7992079801,0.3818070628,89.3167139734,120.8953107529,0.631321596,100.5343011529,122.8682220002,0.4388934965
104.5788993115,124.2761309498,0.3678954129,76.6374799389,116.1805187008,0.8722054356,105.9293407371,123.8166733657,0.3474056377
102.7660573875,123.9707676798,0.3999944659,79.2586042808,117.3836629643,0.8209475585,108.6225952958,124.7115663944,0.3025315876
105.971262637,124.4986814297,0.3465510194,96.0191422489,122.6730040362,0.5132324641,106.5703214397,124.6016649585,0.3366931973
114.2408805777,125.5155874766,0.2108362074,90.5286865952,121.508133902,0.6085907309,105.4421024824,123.3601506121,0.3602744027
95.9539284271,122.5768580138,0.5161581022,94.4199869956,122.5002847609,0.5398554797,101.0260307586,123.7499906078,0.4294561548
102.2521877723,123.6816706495,0.4080687375,94.2579452016,122.0987785452,0.5441648241,102.577446401,123.7678493919,0.4034505679
112.2261575878,125.7610599339,0.2437752944,88.4481969148,120.8745589002,0.6453989299,102.6726098618,124.1566729299,0.3976160092
152.9932042503,123.6074935549,-0.4146940276,111.7805002113,125.7006093312,0.250012567,86.3503784374,119.5044564565,0.6899504015
111.985271105,124.9554402411,0.2489717632,106.5389989377,124.2943897113,0.3383518834,109.3900882884,124.4322940248,0.2927617636
95.2126071783,122.2552236953,0.5286870503,87.8361680465,120.3934898655,0.6581541806,96.3238280266,122.5305551334,0.509263016
88.2270677995,120.1649683163,0.6568269558,77.1364188181,116.7098651946,0.8615812208,91.6756336215,121.2829912785,0.5896027802
106.5441595379,124.6586090684,0.336265076,93.2654557193,122.0885381703,0.5593456182,102.818333704,123.9615066287,0.3986910885
104.3747610879,124.1879681245,0.37367015,98.4950033495,123.3180410668,0.4707728227,105.6902684444,124.4760336241,0.351562746
115.966807209,125.3383873396,0.1846926758,97.6281408783,122.8545762959,0.4849863835,110.3803926229,124.5694309234,0.2752353961
102.2034220613,123.7326281083,0.4088049912,95.6706438604,122.5463209987,0.5193324255,94.7294285432,121.9925934625,0.5371626704
91.8357651847,121.4503610892,0.589175345,80.0564325508,117.8030839451,0.8046217356,89.907638282,120.868695547,0.6235425351
116.2661093855,125.4334016009,0.1796700751,112.2493100828,125.1719835006,0.2445774414,112.4346962068,124.980088771,0.2422542939
109.7116382433,125.0387621348,0.2855363451,104.4137695395,124.4534316078,0.3713392369,109.8206770604,125.0201314301,0.2835351581
89.584061962,120.893439361,0.6275629056,85.9376651799,120.0515993074,0.6914427916,94.547014673,122.210576461,0.541684411
116.0110811589,125.3646514688,0.1840678101,109.1559608942,124.7164188184,0.2946567,114.4855210072,125.12899704,0.2093218968
111.3222520104,124.9711319361,0.2583796044,93.89384732,122.1841777678,0.549968928,105.2957622912,124.075257866,0.3578673347
111.7969291304,125.0522188806,0.2511864427,105.6983809583,124.2298437953,0.3514572235,106.405363983,124.1423448592,0.3407346921
112.9008198138,125.0795303131,0.231351253,98.1731963571,122.7366393399,0.4752365642,107.66824826,124.2011379017,0.3188271336
104.1363573882,124.1665123898,0.3765877329,91.9057670088,121.596534861,0.5842896813,103.4003424817,123.9529636512,0.3882463603
113.8463681094,125.1773066503,0.2179497131,100.3042555226,123.2709522801,0.438948659,111.9856512483,124.8002681579,0.2479619584
96.2161715043,122.225484722,0.5135692084,91.5332948187,121.4543060665,0.5919746983,102.2212808445,123.6712709216,0.4093806342
107.812308329,124.7130690084,0.3169639838,90.0211143196,121.1739501583,0.6184111985,110.9668993128,125.0636981969,0.2646994052
101.6095232026,123.7155522472,0.418661224,80.9476525757,117.9970904396,0.787042716,100.8354668111,123.3846941172,0.4322000475
110.9180665129,124.9996728498,0.2649203549,99.5791054172,123.3698617279,0.4516501148,107.0209236328,124.2867972107,0.3296518502
111.2013091695,125.2400253356,0.2604913376,89.8305979413,120.9691780543,0.6224727211,103.884294034,123.9502291227,0.3816282651
107.5543838774,124.84060093,0.320470968,96.9605706432,122.9724777734,0.4974167362,100.5478969173,123.5407672009,0.4374003846
102.6465546626,123.9265638015,0.4024343328,87.2121202503,120.2998457059,0.6685438475,107.0903133726,124.6470392893,0.3266898541
91.766790445,121.221984429,0.588104821,89.1029620181,120.6358269869,0.6345594665,93.0024001113,121.5211868603,0.5663506233
108.6013298211,124.2834019246,0.3054125805,109.7817806424,124.9463535506,0.2839314617,114.2044261812,125.0290540216,0.2139747576
98.8703410087,123.0657554627,0.4652092766,82.1406535415,118.3406858604,0.7661160089,99.4301465426,123.0853161188,0.4562426977
108.3584917715,124.8668359844,0.3072422275,90.0839465657,121.0684046104,0.6171618185,101.2833265588,123.3215564052,0.4249013359
112.1381502543,124.8308329471,0.2467502413,109.6775588611,124.6593318576,0.2861686247,112.7122941239,124.8260758647,0.2379335161
127.6760219665,126.7064929988,-0.0022570662,86.0461986154,120.0290669717,0.689892505,96.4994687014,122.743024561,0.50302255
110.6003128248,124.7430168256,0.2715597749,106.1920811583,124.6626861621,0.34185931,112.1068948413,124.9665018973,0.2476231558
114.8493894085,125.3617144777,0.2020063069,107.0026808515,124.4923750345,0.3290218349,112.6423598809,124.984231438,0.2383879897
97.2575446363,122.7482217626,0.493243593,80.9347150704,117.8477529358,0.7904310765,95.0624238893,122.147635275,0.5322528756
104.60767596,123.9384596358,0.3686905007,97.4822293018,122.9750763323,0.4870587649,108.6153648622,124.505052126,0.3035439768
103.8939586975,124.1347520727,0.3814061465,95.5153303991,122.6055730085,0.5218899235,108.5801115054,124.9530715226,0.3036492017
107.1206782578,124.4928968001,0.3283471385,105.2079554864,124.4971882386,0.3580730773,111.4824362278,125.0846703836,0.2571654079
99.5217584719,123.217415224,0.4541719869,91.3571304728,121.3437016983,0.5949496648,100.591641537,123.4298496355,0.4359130796
122.1531124844,126.3852385236,0.0843764056,80.9227981702,118.099164704,0.788658485,104.2580917639,124.0636000971,0.3760290648
111.0228595344,125.2761548756,0.2638422363,96.4214278497,122.8938627763,0.5058156779,106.0282395269,124.3202808586,0.3452846334
99.588196544,123.3180172056,0.4539893063,100.3338969461,123.8134041766,0.4386238292,106.3460672753,124.6089430565,0.3406551455
101.3159316244,123.4704215635,0.4233699143,93.1116685727,121.8119546955,0.5640574384,103.6056357342,123.9152555275,0.3861719374
107.2705522651,124.5022696743,0.3260319738,105.1517795631,124.3005242382,0.3606145281,106.2128640519,124.3034536314,0.344052198
109.9217979871,124.9695349378,0.2810349058,96.3367076287,122.6243968908,0.5072643979,104.9357106606,124.0373680249,0.3641605488
117.7606795274,125.7594994299,0.1549901192,92.858499563,121.9674990369,0.5673362977,99.9953451095,123.0990975978,0.4480771843
97.0945554775,122.6335495808,0.4965179034,77.8242062016,116.9007003345,0.8483618702,104.9211825403,123.896122863,0.3619259784
107.5520592207,124.6740663365,0.3204696843,91.47869688,121.6623681938,0.5917938237,102.3755914982,123.5013392119,0.4070815151
104.3005268369,124.2711077398,0.3739687699,88.7974614952,120.8159765438,0.6406502479,102.9645107657,124.0605047267,0.3966922699
109.6018352026,124.4456234007,0.2889048476,110.007268489,124.8895637768,0.2803697342,113.4779953986,125.1415821864,0.2239280409
98.6180174182,123.2725497952,0.4697769361,82.5536787053,118.5749529292,0.75851365,98.794916872,123.2692050503,0.4672469267
102.9380951069,123.7723423551,0.3978360792,92.6694330606,121.683323954,0.5722075962,103.4889972482,123.6467037761,0.3882614838
113.8923530736,125.508434088,0.2172990516,105.6391654463,124.6027546021,0.3511389704,108.7484338257,124.7264947104,0.3014675457
112.7693645938,125.1542210279,0.235262963,94.4748099037,122.3691276185,0.5383722266,103.3370685803,123.6226054479,0.392779389
95.9937487534,122.1455714212,0.5147802284,84.0575377962,118.6651589056,0.7306412983,95.1899251261,121.9066009137,0.5294594012
101.5984043984,123.4425326699,0.4219000017,86.6478318131,120.0708894977,0.6793514109,111.0973255622,124.7531210499,0.2625205026
95.5138284432,122.2099290947,0.5225997568,81.8460684235,118.3508168667,0.7698969237,100.880439864,123.3548565944,0.4311538034
105.0710929626,123.9998838514,0.3623443192,101.3224455677,123.6216136886,0.4233357973,106.4188325407,124.2797256173,0.3399847953
96.0729881025,122.3000224897,0.5145819031,79.7437999312,117.5779741864,0.8111730078,96.6913309595,122.348608069,0.5020960595
101.801791439,123.7073763569,0.4161433586,102.293155008,124.2508427893,0.4055563413,113.7934911908,125.6187795638,0.2183176077
104.8024017188,124.1032544804,0.3661272178,90.3850968869,121.3087486622,0.6117763132,110.416927313,124.7482397355,0.2746178981
98.7930697935,123.1903414811,0.467119532,95.9399964799,122.9037671439,0.5135010118,103.6663564008,124.2803688658,0.3847704236
108.1001719216,124.8141776562,0.3113931851,100.8940409594,123.8506391517,0.4295282275,106.2977627394,124.4566901697,0.3416715886
95.8308041291,122.6097020505,0.5174626066,79.7422769793,117.6938050602,0.811039446,93.1449263203,121.8902332941,0.5655157561
104.0672656939,124.428621675,0.3773384843,76.8036436845,116.4005983088,0.8706508562,96.5772843377,122.7677499205,0.5048917792
113.4817246584,125.6751519988,0.2239640467,84.1227406279,119.3512789901,0.7255209747,99.9897010261,123.0923376478,0.4451045552
110.6896997466,124.66727437,0.2696176481,109.0032110838,124.6938198649,0.2960914502,111.6965260062,124.8071706446,0.2528445586
126.0880552308,126.2148965101,0.0228084911,99.3648269204,123.4519765104,0.4549520161,111.6805954153,125.2494271086,0.2528476878
113.3982286057,125.3103442858,0.2261308592,107.4552903,124.6198699209,0.3230991904,110.621202339,124.8333325088,0.2722006055
110.0683760242,125.1375818742,0.2789300538,87.8354592657,120.2776279972,0.6583993034,106.0710755753,124.5277291955,0.3452914104
106.7014485144,124.1537128419,0.3320743546,86.0051250873,119.2634298003,0.6951690367,92.9069553361,121.2025890929,0.5712670264
110.0742783755,125.0632759604,0.279472002,95.2705130615,122.506682547,0.5256466491,109.4480487942,124.910736316,0.288960708
102.9726609249,124.0796137672,0.3956425372,75.1290733162,115.6619806867,0.9032233282,107.781840596,124.621278019,0.316079784
104.5310955642,124.3390784295,0.3694235592,85.2064595176,119.4384421762,0.7082247923,92.167595742,121.3448070377,0.5836166195
104.2335351579,123.8436743792,0.3722413131,82.9059553171,118.751430618,0.7521922222,95.1992411403,122.2875284639,0.5299844255
103.2610754998,124.074094717,0.3912626017,101.8655160994,123.9582712766,0.4143285176,104.0214203206,124.1796014378,0.3791918659
107.6009631283,124.6032628852,0.32016776,103.8437202283,124.1750648127,0.3804849649,107.5694920956,124.5561781114,0.3202381967
105.1163333051,124.2847006252,0.3605770491,94.8008714674,122.3255931766,0.5342173828,109.8368052275,124.800973349,0.2830014139
99.032389856,123.2026417077,0.4625896167,83.9558541588,119.137341715,0.7315001789,93.8060505211,121.9223182526,0.5543207869
110.7963374682,125.0509099636,0.2667894093,90.3915878659,121.5175142316,0.6105608235,102.2702107512,123.0849923873,0.4111965852
108.4595110807,124.4903071755,0.305422944,99.0944186751,123.0883749754,0.4595676894,107.7685694504,124.2888870281,0.3170462374
112.6830905009,125.5558606048,0.236444562,91.8527827315,121.6415653108,0.5859710515,103.8657860955,124.1512678695,0.3816862718
112.0165350477,125.3215977393,0.2451103401,94.151276642,122.4073326692,0.5453060375,108.3505902023,125.0132505244,0.3065642399
100.5810806045,123.5236913342,0.4368043192,98.9773196702,123.5555857809,0.4613547027,111.1575331377,125.4100199015,0.2614275804
111.330606553,124.9071328423,0.2599154673,109.6400353882,124.8155537682,0.2870139953,112.8703591342,125.0120032877,0.2356152677
104.4327847458,123.8521558363,0.3734983047,78.874885916,117.3653582041,0.8276554734,104.2541179329,123.457294183,0.372833012
100.129429675,123.2815519101,0.4431808717,96.6348852041,122.6110049706,0.5019883934,98.060650461,122.7007921238,0.4792478077
114.5162409389,125.6367776126,0.2065041692,90.3545385264,121.4637518305,0.6120109853,108.6344373976,124.7455140147,0.3043616859
104.5735680364,124.1403589091,0.3694308863,90.3607057069,120.8897229493,0.6142158254,99.6162310314,123.1124086561,0.453869365
118.3689425568,125.8651543454,0.1448000108,99.5398849548,123.3614112888,0.4536958027,108.49114106,124.7583360423,0.3053461496
103.4123572268,123.8849780094,0.3899357744,101.1076557021,123.6273783984,0.4275230432,104.6884887008,124.0686519413,0.3689731868
112.8150294502,124.8413697467,0.2325154237,100.36570572,123.4336771755,0.4391766198,108.6849413521,124.686200849,0.3021975858
95.0270562025,121.9709094534,0.5332181695,96.9181820732,122.7004499104,0.4983166442,101.5634410496,123.5140295082,0.4200019356
100.2885453902,123.6396860106,0.4409782187,85.9649505346,120.0610712153,0.6915682456,103.7781223263,124.2762544531,0.3816687307
118.1541868098,126.0375353066,0.1484954828,84.628833666,119.5664317224,0.7169886241,104.2393662374,123.8840546557,0.3754704971
107.7900899943,124.9206358023,0.3165439123,96.9760159465,123.0291539924,0.4965505552,103.3838765734,124.1748309353,0.3891937232
99.2731069762,123.0079302248,0.4601910295,89.3125298538,120.7894125344,0.6311833117,103.7447611568,123.812851138,0.3839487182
95.7037492225,122.2381365736,0.521281804,94.3895451796,122.3368417785,0.54144844,106.0269264535,124.2973130365,0.3454906309
103.0107196331,124.1482030482,0.3955715867,91.7490505847,121.8361102055,0.5865551809,108.9700436357,125.3450984063,0.2963481515
111.0531721755,125.1129495069,0.2631641854,102.2484008553,124.0092985077,0.4078354915,105.9546349115,124.3838079369,0.3476390433
111.4467855043,125.1515072667,0.2571994204,93.7983021575,122.1102181524,0.551562053,108.8790622441,124.771514348,0.298718417
128.0911108126,126.1350728197,-0.0103480258,101.3257120943,123.7022880134,0.4236430125,113.4259401967,125.3684420789,0.2258732083
107.1125481925,124.7614330737,0.3268222339,86.2708233274,120.119786112,0.6860872838,99.2270252333,123.0224279938,0.4598260668
102.271598295,123.664660653,0.4075683332,92.5571709394,121.6441946855,0.5735578448,102.6153197535,123.7235395025,0.4029086558
99.2223267924,123.0722132289,0.4607915424,78.6010945177,117.2370546518,0.8327764083,105.9002895815,124.120413383,0.3475593594
113.9834336223,125.28336276,0.2161404053,102.3108719037,124.0968152988,0.4052120028,111.0325118956,124.5025730972,0.2649914347
109.7496362598,124.5181244495,0.2860210489,103.6666092556,123.9085753752,0.3823279715,112.2371581252,124.9236066547,0.2439352977
107.2453769316,124.597054141,0.3259762045,86.6562026769,120.1036859656,0.6792807401,104.7654454673,123.9059287642,0.3664823367
101.4497943371,123.6938759434,0.4218900265,88.2217339,120.4797140416,0.6517926837,101.8830544467,123.6788486634,0.4151228317
108.5786973885,124.5484636583,0.30050498,87.9851733421,120.2505689613,0.6547188947,101.0372229669,122.7911730623,0.4292407178
114.5940792936,125.5154865699,0.2060161347,105.7260674524,124.3373859401,0.3509426209,105.059889108,124.0587909145,0.36349573
97.7702023855,123.091492948,0.4836950586,87.0448588048,120.4377295812,0.6706926139,104.7801925699,124.4265192989,0.3669375929
87.840527844,120.0398311702,0.6619530241,72.4879917341,114.4024671549,0.9595172704,103.1365825217,123.8747064931,0.3923784046
106.9689182965,124.2629804184,0.3320236885,105.7141713842,124.3736884049,0.3495258026,110.9767788578,124.7969163213,0.2657934707
110.9528480325,125.3556802932,0.2650375112,97.2341880859,123.0303604774,0.4929974138,107.3260707495,124.7978351514,0.3254160663
108.6833445859,124.6986766034,0.3022772427,105.6146016229,124.6364045762,0.3512992001,109.2721461607,124.7022449084,0.2921494953
99.5102153178,123.2144012678,0.4554949934,101.1140554794,124.0178045064,0.4251005773,112.6439644386,125.4711228716,0.2373647229
113.3223820875,125.2221176237,0.227049343,110.3206762402,124.9854701853,0.2758711567,111.7512150645,124.9455326536,0.25326564
92.2032246492,121.5766380947,0.5805553247,75.9425102651,115.9984470337,0.8870847558,99.1085970798,123.3171095975,0.4599509638
117.3001210226,126.0628284465,0.1628130315,94.274126351,122.390898753,0.5431069987,103.9035210873,124.1555214002,0.3808413488
111.0108811223,125.3248231684,0.2640245188,98.4135526896,123.3335012745,0.4718449199,111.594900108,125.3804024793,0.2546402017
88.3958225893,120.4579486001,0.6504456632,70.3559993924,113.4590235873,1.0070472247,84.9739833482,119.3078847936,0.7148662042
118.0649836034,125.7482065803,0.1506549141,109.7330159977,125.0129227613,0.2851022803,111.8096580694,125.0861058905,0.2521958518
